"63","147722","Hacienda San Miguel","ATC","LEON","Guanajuato","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"64","147740","Palomares LI","ATC","Guanajuato",,,"Reforzamiento","Carta de Liberación","Carta de Liberación"
"65","176751","Laberinto","ATC",,,,"Reforzamiento","Carta de Liberación","Carta de Liberación"
"24","135069","Patzcuaro","ATC",,,,"Reforzamiento","Carta de Liberación","Carta de Liberación"
"28","141195","Solidaridad","ATC",,,,"Reforzamiento","Carta de Liberación","Carta de Liberación"
"27","140685","GoKarts","ATC","CHIHUAHUA","CHIHUAHUA","3","Reforzamiento","Carta de Liberación","Carta de Liberación"
"41","145739","2006 Chihuahua","ATC","CHIHUAHUA ","CHIHUAHUA ","3","Reforzamiento","Carta de Liberación","Carta de Liberación"
"16","132334","Centro San Carlos","ATC","Guaymas","Sonora","2","Reforzamiento","Carta de Liberación","Carta de Liberación"
"5","85709","Morelia","ATC","Morelia",,,"Reforzamiento","Cancelado","Cancelado"
"18","133488","Arboledas","ATC","ZACATECAS ","ZACATECAS ","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"36","145075","Montecarlo","ATC",,"Chihuahua","3","Reforzamiento","Carta de Liberación","Carta de Liberación"
"43","145758","2301 Celaya","ATC","Celaya","GUANAJUATO ","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"2","85676","Hidalgo del Parral","ATC","Chihuahua","Chihuahua","3","Reforzamiento","Carta de Liberación","Carta de Liberación"
"31","143491","Tamaz","ATC","Nuevo Leon",,,"Reforzamiento","En Cotización","En Cotización"
"40","145584","1515 Gomez Palacio","ATC","Durango","Durango ","3","Reforzamiento","Carta de Liberación","Carta de Liberación"
"73","175931","POP Reynosa","ATC","Reynosa",,,"Reforzamiento","Carta de Liberación","Carta de Liberación"
"51","146155","3401 Hermosillo","ATC","Hermosillo","SONORA ","2","Reforzamiento","Carta de Liberación","En Cotización"
"15","132209","Santa Fe","ATC","Sinaloa",,,"Reforzamiento","Carta de Liberación","Carta de Liberación"
"48","145906","1509 Torreon","ATC","Torreon","Coahuila","3","Reforzamiento","Carta de Liberación","Carta de Liberación"
"69","175832","Torre Alta","ATC","Nuevo Leon",,,"Reforzamiento","Cancelado","Cancelado"
"19","133585","Las Reinas","ATC","Guanajuato",,,"Reforzamiento","Cancelado","Cancelado"
"20","133630","Cloutier","ATC","LEON","Guanajuato","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"23","133881","Plaza Mayor","ATC","Guanajuato",,,"Reforzamiento","Cancelado","Cancelado"
"37","145128","Hospital los alamos","ATC","Guanajuato",,,"Reforzamiento","Carta de Liberación","Carta de Liberación"
"55","147256","Pie de la Cuesta","ATC","Queretaro",,,"Reforzamiento","Cancelado","Cancelado"
"57","147260","Candiles","ATC","Queretaro","QUERETARO ","6","Reforzamiento","Cancelado","Cancelado"
"21","133714","Villafaña","ATC","Guanajuato",,,"Reforzamiento","Cancelado","Cancelado"
"14","131433","Cubilete","ATC","silao","guanajuato ","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"66","147979","La Campana","ATC","MUNICIPIO DE JEREZ ","ZACATECAS ","6","Reforzamiento","Cancelado","Cancelado"
"17","132346","Real del Sol","ATC","Sonora",,,"Reforzamiento","Carta de Liberación","Carta de Liberación"
"8","86466","San Juan de los Lagos","ATC",,,,"Reforzamiento","Cancelado","Cancelado"
"9","86495","Arandas","ATC","IRAPUATO ","GUANAJUATO ","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"67","148182","San Miguel de Allende","ATC","Guanajuato",,,"Reforzamiento","Carta de Liberación","Carta de Liberación"
"88","86527","Lomas","ATC","San Luis Potosi","San Luis Potosi","6","Reforzamiento","Carta de Liberación","Carta de Liberación"
"89","133257","Cocorito","ATC","CD. OBREGON ","Sonora","2","Reforzamiento","Cancelado","Cancelado"
"90","145884","300 Guadalupe","ATC","GUADALUPE ","NUEVO LEON ","4","Reforzamiento","Carta de Liberación","Carta de Liberación"
"92","140679","Saucillo","ATC","Saucillo","Chihuahua","3","Reforzamiento","Cancelado","Cancelado"
"93","132661","Auditorio","ATC","Navojoa","Sonora","2","Reforzamiento","Cancelado","Cancelado"
"94","144492","Tecolotlan","ATC","Tecolotlan","Jalisco","5","Reforzamiento","Carta de Liberación","Carta de Liberación"
"95","144743","Revolucion","ATC","San Luis Rio Colorado","Sonora","2","Reforzamiento","Carta de Liberación","Carta de Liberación"
"97","147324","Repetidor Bacobampo","ATC",,,,"Reforzamiento","Cancelado","Cancelado"
"98","147011","Valle Mayo","ATC",,,,"Reforzamiento","Carta de Liberación","Carta de Liberación"
