77,237,179248 - Mitla - Implementación - AT&T - BTS - Montaje torre - GPS - Marzo 21,114785,24/08/2021,24/08/2021,Admin Admin,87151,Torre Nueva,MXN,26,0,pdf/po_2020/M3PO_114785.pdf,24/08/2021
78,260,131842 - Celaya - Implementación - Mantenimiento - Collo - Refuerzo Arriostradas - BasePlate Guyed Tower - GPS - Mar2021,114785,25/08/2021,25/08/2021,Admin Admin,56357.41,Reforzamiento,MXN,38,0,pdf/po_2020/M3PO_114785.pdf,25/08/2021
79,197,179043_SINCUL1063_Díaz Ordaz_Implementación_BTS_AT&T_Urgente_Obra Civil_GPS_Marzo 2021,114725,26/08/2021,26/08/2021,Admin Admin,839224.48,BTS,MXN,8,0,pdf/po_2020/M3PO_114725.pdf,26/08/2021
80,279,143655_Angel Leaño_Implementación refuerzo en torre AT&T_GPS,114725,27/08/2021,27/08/2021,Admin Admin,308114.98,Reforzamiento,MXN,49,0,pdf/po_2020/M3PO_114725.pdf,27/08/2021
81,226,179043_SINCUL1063_Díaz Ordaz_Implementación_BTS_AT&T_Urgente_Suministro de Torre_GPS_Marzo 2021,114725,28/08/2021,28/08/2021,Admin Admin,454395.98,Torre Nueva,MXN,17,0,pdf/po_2020/M3PO_114725.pdf,28/08/2021
82,226,179043_SINCUL1063_Díaz Ordaz_Implementación_BTS_AT&T_Urgente_Montaje de Torre_GPS_Marzo 2021,114725,29/08/2021,29/08/2021,Admin Admin,89505,Torre Nueva,MXN,17,0,pdf/po_2020/M3PO_114725.pdf,29/08/2021
83,226,179043_SINCUL1063_Díaz Ordaz_Implementación_BTS_AT&T_Urgente_Transporte de Torre_GPS_Marzo 2021,114725,30/08/2021,30/08/2021,Admin Admin,56367,Torre Nueva,MXN,17,0,pdf/po_2020/M3PO_114725.pdf,30/08/2021
84,328,179376_VALPARAISO II_Implementación_Altán_BTS_TTV_GPS_Urgente_Marzo 2021,114648,31/08/2021,31/08/2021,Admin Admin,55000,BTS,MXN,67,0,pdf/po_2020/M3PO_114648.pdf,31/08/2021
85,227,179231_SINCUL1461_El Ranchito_Implementación_BTS_AT&T_Urgente_Suministro de Torre_GPS_Marzo 2021,114648,01/09/2021,01/09/2021,Admin Admin,461798.31,Torre Nueva,MXN,18,0,pdf/po_2020/M3PO_114648.pdf,01/09/2021
86,227,179231_SINCUL1461_El Ranchito_Implementación_BTS_AT&T_Urgente_Montaje de Torre_GPS_Marzo 2021,114648,02/09/2021,02/09/2021,Admin Admin,96390,Torre Nueva,MXN,18,0,pdf/po_2020/M3PO_114648.pdf,02/09/2021
87,227,179231_SINCUL1461_El Ranchito_Implementación_BTS_AT&T_Urgente_Transporte de Torre_GPS_Marzo 2021,114648,03/09/2021,03/09/2021,Admin Admin,56367,Torre Nueva,MXN,18,0,pdf/po_2020/M3PO_114648.pdf,03/09/2021
